English Word	Valence	Arousal	Dominance	Hebrew Word
mitt	0.406	0.183	0.264	כְּסָיָה
mitten	0.531	0.330	0.408	כפפה
mitzvah	0.422	0.610	0.409	מצווה
mix	0.542	0.490	0.472	לְעַרְבֵּב
mixed	0.510	0.346	0.444	מעורב
mixedemotions	0.440	0.673	0.430	רגשות מעורבים
mixer	0.562	0.500	0.556	מִיקסֵר
mixture	0.546	0.360	0.481	תַעֲרוֹבֶת
mnemonic	0.531	0.480	0.452	מנמוני
moan	0.357	0.735	0.352	לִגנוֹחַ
moat	0.398	0.380	0.314	תְעָלַת מָגֵן
mob	0.296	0.788	0.567	הָמוֹן
mobile	0.615	0.569	0.481	נייד
mobility	0.700	0.596	0.654	ניידות
mobilization	0.688	0.720	0.787	גִיוּס
mobilize	0.604	0.684	0.727	להתגייס
mobster	0.188	0.870	0.638	גַנגְסְטֶר
mocha	0.500	0.396	0.311	מוקה
mock	0.360	0.606	0.618	לִלְעוֹג
mocked	0.225	0.746	0.204	לעג
mockery	0.094	0.806	0.181	לַעַג
mocking	0.082	0.755	0.394	לַעֲגָנִי
mockingbird	0.513	0.337	0.423	ציפור לעג
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	מוֹדָלִי
modality	0.633	0.404	0.527	אָפְנוּת
mode	0.531	0.185	0.367	מצב
model	0.607	0.388	0.723	דֶגֶם
modeler	0.500	0.510	0.730	דוגמנית
modeling	0.684	0.404	0.490	דוּגמָנוּת
modem	0.573	0.355	0.500	מוֹדֶם
moderate	0.582	0.190	0.453	לְמַתֵן
moderate anticipation	0.667	0.451	0.574	ציפייה מתונה
moderate disgust	0.229	0.558	0.381	גועל מתון
moderate negative	0.177	0.500	0.306	שלילי בינוני
moderate positive	0.896	0.453	0.753	חיובי בינוני
moderate surprise	0.776	0.663	0.637	הפתעה מתונה
moderate trust	0.677	0.350	0.773	אמון מתון
moderately	0.604	0.264	0.500	בִּמְתִינוּת
moderating	0.667	0.402	0.783	מנחה
moderation	0.531	0.240	0.453	מְתִינוּת
moderator	0.519	0.354	0.802	מַנחֶה
modern	0.855	0.423	0.691	מוֹדֶרנִי
modernism	0.760	0.553	0.703	מוֹדֶרנִיוּת
modest	0.760	0.130	0.412	צָנוּעַ
modesty	0.778	0.240	0.500	צניעות
modicum	0.234	0.417	0.327	קוּרטוֹב
modifiable	0.541	0.422	0.373	ניתן לשינוי
modification	0.480	0.520	0.625	שינוי
modified	0.561	0.458	0.693	שונה
modify	0.458	0.584	0.625	לְשַׁנוֹת
modulate	0.673	0.343	0.555	לְוַסֵת
modulation	0.458	0.365	0.565	וויסות
module	0.582	0.388	0.571	מודול
modulus	0.622	0.304	0.481	מודולוס
mogul	0.510	0.652	0.865	מוֹגוּל
moiety	0.378	0.343	0.454	מַחֲצִית
moist	0.470	0.316	0.386	לַח
moisture	0.406	0.398	0.327	לַחוּת
moisturizer	0.750	0.280	0.386	קרם לחות
molar	0.544	0.426	0.350	טוֹחֶנֶת
molasses	0.490	0.269	0.286	דִבשָׁה
mold	0.330	0.274	0.402	עובש
molded	0.667	0.361	0.373	מְעוּצָב
molding	0.552	0.308	0.546	דְפוּס
moldy	0.235	0.387	0.250	מְעוּפָּשׁ
mole	0.436	0.377	0.352	חֲפַרפֶּרֶת
molecular	0.495	0.440	0.536	מולקולרית
molecule	0.531	0.259	0.375	מולקולה
molest	0.133	0.816	0.319	לְהָצִיק
molestation	0.102	0.808	0.407	הַצָקָה
molester	0.143	0.811	0.478	מתעלל
molten	0.417	0.490	0.339	מוּתָך
mom	0.927	0.336	0.639	אִמָא
moment	0.604	0.435	0.509	רֶגַע
momentary	0.562	0.271	0.330	רִגעִי
momentous	0.792	0.587	0.760	רַב חֲשִׁיבוּת
momentum	0.663	0.750	0.688	תְנוּפָה
momma	0.833	0.412	0.527	אמא
mommy	0.854	0.353	0.422	אמא
monad	0.510	0.482	0.451	מונאדה
monarch	0.583	0.559	0.870	מֶלֶך
monarchy	0.450	0.557	0.870	מוֹנַרכִיָה
monastery	0.694	0.183	0.726	מִנזָר
monastic	0.438	0.314	0.676	נְזִירִי
monetary	0.583	0.494	0.716	כַּספִּי
money	0.844	0.608	0.827	כֶּסֶף
mongoloid	0.177	0.364	0.317	מונגולואיד
mongoose	0.327	0.380	0.546	נְמִיָה
mongrel	0.425	0.438	0.395	תערובת
monitor	0.490	0.298	0.538	לפקח
monk	0.472	0.208	0.439	נָזִיר
monkey	0.548	0.449	0.283	קוֹף
mono	0.500	0.390	0.273	מונו
monochrome	0.312	0.292	0.339	מונוכרום
monogamous	0.510	0.335	0.402	מונוגמי
monogamy	0.542	0.380	0.455	מוֹנוֹגָמִיָה
monogram	0.480	0.210	0.425	מוֹנוֹגרָם
monogrammed	0.503	0.270	0.402	בעל מונוגרם
monograph	0.500	0.242	0.481	מוֹנוֹגרָפִיָה
monolayer	0.427	0.294	0.433	חד-שכבתי
monolith	0.429	0.327	0.500	מונולית
monologue	0.500	0.284	0.534	מוֹנוֹלוֹג
monopolist	0.330	0.590	0.725	בעל מונופולין
monopoly	0.449	0.509	0.640	מוֹנוֹפּוֹל
monotonous	0.354	0.221	0.400	חַדגוֹנִי
monotony	0.398	0.135	0.353	מוֹנוֹטוֹנִיוּת
monoxide	0.433	0.430	0.490	חד חמצני
monsieur	0.552	0.340	0.623	מסייה
monsoon	0.358	0.600	0.481	מוּנסוֹן
monster	0.133	0.935	0.596	מִפלֶצֶת
monstrosity	0.094	0.933	0.611	מִפלֶצֶת
monstrous	0.094	0.942	0.649	מִפלַצתִי
montage	0.438	0.520	0.388	מונטאז'
monte	0.589	0.330	0.391	מונטה
month	0.688	0.255	0.411	חוֹדֶשׁ
monthly	0.622	0.314	0.364	יַרחוֹן
monument	0.833	0.404	0.811	אַנדַרטָה
monumental	0.656	0.594	0.955	מוֹנוּמֶנטָלִי
moo	0.438	0.355	0.300	גְעִיָה
mooch	0.378	0.413	0.309	לְשׁוֹטֵט
mood	0.720	0.500	0.500	מַצַב רוּחַ
moods	0.578	0.633	0.491	מצבי רוח
moody	0.245	0.811	0.595	מְצוּבּרָח
moon	0.673	0.233	0.547	ירח
moonbeam	0.700	0.290	0.491	קרן ירח
moonlight	0.865	0.264	0.409	אוֹר הַלְבָנָה
moonlit	0.873	0.269	0.508	מואר ירח
moonshine	0.633	0.389	0.491	שְׁטוּיוֹת
moonstruck	0.583	0.438	0.407	סַהֲרוּרִי
moonwalk	0.615	0.586	0.525	הליכת ירח
moor	0.311	0.464	0.378	לַעֲגוֹן
moored	0.344	0.500	0.417	עגנה
mooring	0.323	0.490	0.444	עֲגִינָה
moorings	0.406	0.500	0.516	עגינות
moorland	0.490	0.370	0.456	אדמת מור
moose	0.648	0.373	0.318	מוּז
moot	0.344	0.500	0.615	שָׁנוּי בְּמַחֲלוֹקֶת
mooted	0.388	0.580	0.463	התעוררה
mop	0.396	0.442	0.296	לְנַגֵב
mope	0.406	0.309	0.345	לִשְׁקוֹעַ בְּעַצבוּת
moped	0.582	0.582	0.554	טוסטוס
moral	0.700	0.459	0.796	מוסר השכל
morale	0.729	0.158	0.792	מוֹרָל
morality	0.750	0.408	0.759	מוּסָרִיוּת
morals	0.646	0.430	0.611	מוֹרָל
morass	0.387	0.348	0.375	בִּצָה
moratorium	0.337	0.427	0.373	מוֹרָטוֹרִיוּם
moray	0.510	0.402	0.463	מוריי
morbid	0.090	0.833	0.395	חוֹלָנִי
morbidity	0.370	0.630	0.443	תחלואה
morbidness	0.120	0.694	0.339	חולניות
mores	0.582	0.317	0.684	מִנְהָגִים
morgue	0.022	0.539	0.241	חֲדַר מֵתִים
moribund	0.083	0.488	0.167	גוסס
morn	0.542	0.284	0.345	בוקר
morning	0.688	0.235	0.444	בוקר
moron	0.133	0.587	0.183	טיפש
moronic	0.122	0.500	0.224	מוֹרוֹנִי
morose	0.240	0.663	0.264	קוֹדֵר
morph	0.448	0.469	0.451	מורף
morphine	0.229	0.490	0.496	מוֹרפִין
morphism	0.398	0.549	0.386	מורפיזם
morphology	0.516	0.373	0.639	מוֹרפוֹלוֹגִיָה
morrow	0.708	0.314	0.490	מָחָר
morsel	0.490	0.296	0.400	פַּת
mortal	0.196	0.786	0.510	בֶּן תְמוּתָה
mortality	0.229	0.726	0.518	תמותה
mortar	0.333	0.627	0.562	מרגמה
mortgage	0.255	0.408	0.537	משכנתא
mortgagee	0.418	0.633	0.723	בעל משכנתא
mortgagor	0.431	0.522	0.490	משכנתא
mortician	0.104	0.429	0.275	קַבְּרָן
mortification	0.135	0.644	0.404	הַשׁפָּלָה
mortified	0.073	0.731	0.270	מתוסכל
mortuary	0.133	0.606	0.427	חֲדַר מֵתִים
mosaic	0.635	0.250	0.302	פְּסִיפָס
mosey	0.521	0.402	0.330	לְהֵעָלֵם
mosquito	0.229	0.400	0.198	יַתוּשׁ
moss	0.235	0.270	0.245	אֵזוֹב
mossy	0.375	0.329	0.286	אֲזוֹבִי
mote	0.375	0.388	0.260	חֶלְקִיק
motel	0.531	0.372	0.450	מוֹטֶל
moth	0.323	0.350	0.196	עָשׁ
mother	0.931	0.408	0.725	אִמָא
motherfucker	0.122	0.827	0.351	בן זונה
motherfucking	0.071	0.823	0.373	מזדיין
motherhood	0.844	0.546	0.667	אִמָהוּת
motherland	0.677	0.375	0.731	מוֹלֶדֶת
motherless	0.163	0.541	0.337	חסרת אם
motherly	0.927	0.324	0.710	אִמָהִי
motif	0.688	0.481	0.527	מוֹטִיב
motion	0.667	0.538	0.657	תְנוּעָה
motionless	0.323	0.210	0.246	ללא תנועה
motivate	0.812	0.776	0.873	לְהַנִיעַ
motivating	0.958	0.820	0.787	מעורר מוטיבציה
motivation	0.854	0.784	0.802	מוֹטִיבָצִיָה
motivational	0.906	0.646	0.858	הֲנָעָתִי
motive	0.667	0.588	0.663	מֵנִיעַ
motley	0.480	0.398	0.412	סַסגוֹנִי
motor	0.531	0.551	0.648	מָנוֹעַ
motorbike	0.552	0.608	0.616	אוֹפנוֹעַ
motorboat	0.677	0.500	0.390	סִירַת מָנוֹעַ
motorcade	0.708	0.730	0.593	שיירת רכב
motorcar	0.694	0.565	0.682	מְכוֹנִית
motorcycle	0.677	0.764	0.713	אופנוע
motorist	0.562	0.663	0.578	נֶהָג
motte	0.481	0.389	0.370	מוטה
mottled	0.380	0.336	0.295	מְנוּמָר
motto	0.688	0.317	0.439	מוֹטוֹ
mould	0.357	0.176	0.246	עובש
mound	0.520	0.481	0.509	תֵל
mount	0.500	0.292	0.348	הר
mountain	0.698	0.408	0.649	הַר
mountaineer	0.635	0.774	0.535	מְטַפֵּס הַרִים
mountainous	0.635	0.519	0.612	הֲרָרִי
mountains	0.766	0.433	0.569	הרים
mountaintop	0.653	0.541	0.713	פסגת ההר
mourn	0.056	0.583	0.150	לְהִתְאַבֵּל
mournful	0.180	0.441	0.188	עָגוּם
mourning	0.177	0.490	0.266	אֵבֶל
mouse	0.427	0.441	0.206	עכבר
mousetrap	0.180	0.643	0.330	מלכודת עכברים
mousse	0.604	0.336	0.368	מוּס
moustache	0.470	0.236	0.409	שפם
mousy	0.480	0.413	0.339	עכבר
mouth	0.734	0.294	0.336	פֶּה
mouthful	0.609	0.565	0.389	מְלוֹא הַפֶּה
mouthpiece	0.573	0.346	0.393	פִּיָה
mouthwash	0.438	0.385	0.352	שטיפת פה
movable	0.469	0.509	0.500	זָחִיחַ
move	0.656	0.647	0.670	מהלך \ לזוז \ לעבור
movement	0.656	0.654	0.658	תְנוּעָה
mover	0.615	0.539	0.466	מעביר
movie	0.792	0.560	0.471	סרט
movies	0.724	0.426	0.472	סרטים
moving	0.479	0.673	0.358	נע
movingforward	0.857	0.518	0.848	להתקדם
movingon	0.490	0.529	0.435	ממשיך הלאה
mow	0.420	0.559	0.393	מַתבֵּן
mower	0.458	0.510	0.368	כַּסָח
moxie	0.531	0.490	0.366	מוקסי
mozzarella	0.653	0.265	0.340	מוצרלה
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	נחוץ מאוד
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	לְלַכְלֵך
mucked	0.184	0.500	0.373	מלוכלך
mucous	0.330	0.296	0.293	רִירִי
mucus	0.143	0.309	0.228	רִיר
mud	0.333	0.260	0.185	בּוֹץ
muddle	0.184	0.710	0.336	לְשַׁבֵּשׁ
muddled	0.250	0.615	0.263	מבולבל
muddy	0.292	0.400	0.283	בּוֹצִי
muff	0.542	0.335	0.314	יְדוֹנִית
muffin	0.684	0.430	0.306	מַאפִין
muffled	0.479	0.330	0.421	עמום
muffler	0.357	0.407	0.454	צָעִיף
mug	0.542	0.214	0.382	ספל
mugger	0.125	0.850	0.500	שודד
mulberry	0.469	0.315	0.361	תוּת
mulch	0.349	0.361	0.383	קַשׁ
mule	0.320	0.337	0.254	פֶּרֶד
mull	0.663	0.340	0.594	לְהַרהֵר
mullet	0.521	0.356	0.377	מוּלִית
multilateral	0.500	0.469	0.705	רַב צְדָדִי
multimedia	0.611	0.390	0.607	מולטימדיה
multinational	0.656	0.510	0.842	רב לאומי
multiple	0.660	0.510	0.578	מרובות
multiple sclerosis	0.188	0.587	0.483	טרשת נפוצה
multiplex	0.610	0.590	0.667	מרובה
multiplication	0.646	0.565	0.762	כֶּפֶל
multiplicity	0.677	0.490	0.777	ריבוי
multiplied	0.802	0.559	0.729	כָּפוּל
multiplier	0.643	0.615	0.741	מַכפִּיל
multiply	0.802	0.625	0.777	לְהַכפִּיל
multitude	0.562	0.765	0.847	הָמוֹן
mum	0.802	0.317	0.698	אמא
mumble	0.292	0.444	0.245	מִלמוּל
mumbo	0.429	0.506	0.336	מומבו
mummy	0.400	0.588	0.415	אִמָא
mumps	0.099	0.410	0.311	חַזֶרֶת
munch	0.541	0.277	0.434	לִלְעוֹס
munchies	0.562	0.470	0.491	מאנצ'ים
munchkin	0.490	0.466	0.374	מנצ'קין
mundane	0.312	0.420	0.480	אַרְצִי
municipal	0.625	0.390	0.758	עִירוֹנִי
municipality	0.569	0.280	0.614	עִירִיָה
mural	0.551	0.265	0.454	צִיוּר קִיר
murder	0.061	0.942	0.615	רֶצַח
murderer	0.010	0.960	0.650	רוֹצֵחַ
murderess	0.041	0.941	0.462	רוצחת
murderous	0.017	0.940	0.682	רַצחָנִי
murky	0.143	0.618	0.370	חָשׁוּך
murmur	0.458	0.520	0.200	רִשׁרוּשׁ
muscle	0.359	0.490	0.645	שְׁרִיר
muscular	0.531	0.434	0.577	שְׁרִירִי
muse	0.760	0.360	0.509	מוּזָה
muses	0.714	0.434	0.571	מוזות
museum	0.792	0.206	0.481	מוּזֵיאוֹן
mush	0.500	0.311	0.125	דַיסָה
mushroom	0.490	0.274	0.269	פטרייה
mushy	0.520	0.200	0.182	רַגְשָׁנִי
music	0.833	0.563	0.605	מוּסִיקָה
musical	0.908	0.630	0.530	מוּסִיקָלִי
musician	0.816	0.509	0.618	מוּסִיקָאִי
musing	0.740	0.151	0.465	מהרהר
musk	0.469	0.454	0.453	מוּשָׁק
musket	0.260	0.654	0.510	מוּסקֶט
musketeer	0.694	0.569	0.705	מוסקטר
muskrat	0.439	0.510	0.368	עַכְבָּר הַמוּשׁק
muslin	0.439	0.304	0.352	מוּסלִין
muss	0.418	0.438	0.302	לִפְרוֹעַ
must	0.408	0.382	0.441	צריך
mustang	0.635	0.642	0.708	מוּסטָנג
mustard	0.500	0.346	0.275	חרדל
muster	0.635	0.460	0.548	לְקַבֵּץ
musty	0.354	0.367	0.267	מְעוּפָּשׁ
mutable	0.426	0.531	0.491	מִשְׁתַנֶה
mutant	0.337	0.676	0.573	מוטציה
mutate	0.281	0.548	0.463	לְהִשְׁתַנוֹת
mutation	0.365	0.625	0.611	מוּטָצִיָה
mute	0.271	0.200	0.250	לְהַשְׁתִיק
muted	0.260	0.167	0.162	מושתק
mutilate	0.125	0.900	0.465	לְעַקֵר
mutilated	0.041	0.841	0.356	מום
mutilation	0.122	0.782	0.456	הַטָלַת מוּם
mutiny	0.323	0.890	0.549	מֶרֶד
mutt	0.418	0.408	0.387	כְּלַבלָב
mutter	0.406	0.427	0.228	מִלמוּל
mutton	0.427	0.283	0.393	בְּשַׂר כֶּבֶשׂ
mutual	0.729	0.321	0.464	הֲדָדִי
mutually	0.844	0.490	0.582	הֲדָדִית
muzzle	0.388	0.430	0.232	לוֹעַ
myfavorite	0.812	0.587	0.615	המועדף עליי
myopia	0.245	0.387	0.226	קוֹצֶר רְאִיָה
myopic	0.344	0.396	0.218	קְצַר רְאִיָה
myriad	0.480	0.429	0.550	מִספָּר עָצוּם
mysterious	0.448	0.699	0.455	מסתורי
mystery	0.417	0.667	0.519	מִסתוֹרִין
mystic	0.643	0.520	0.535	מִיסטִי
mystical	0.594	0.443	0.689	מיסטי
mysticism	0.594	0.598	0.423	תוֹרַת הַנִסתָר
mystified	0.344	0.600	0.509	מסתורין
mystique	0.668	0.633	0.667	תַעֲלוּמָה
myth	0.458	0.432	0.338	מִיתוֹס
mythic	0.635	0.528	0.645	מיתי
mythical	0.625	0.556	0.583	אַגָדִי
mythological	0.760	0.573	0.658	מִיתוֹלוֹגִי
mythology	0.684	0.439	0.688	מִיתוֹלוֹגִיָה
nab	0.469	0.544	0.407	נאב
nacho	0.667	0.259	0.333	נאצ'ו
nada	0.250	0.231	0.136	נאדה
nadir	0.479	0.363	0.424	נדיר
nag	0.271	0.451	0.472	לְנַדְנֵד
nail	0.469	0.397	0.282	מַסְמֵר
nail gun	0.378	0.806	0.574	אקדח מסמרים
naive	0.406	0.260	0.375	תמים
naked	0.323	0.885	0.288	עֵירוֹם
nakedness	0.480	0.760	0.350	עֵירוֹם
namaste	0.719	0.255	0.464	נמסטה
name	0.573	0.300	0.415	שֵׁם
named	0.562	0.396	0.565	בשם
nameless	0.344	0.280	0.164	אַלמוֹנִי
namesake	0.418	0.327	0.404	בעל שם
naming	0.667	0.410	0.559	שִׁיוּם
nana	0.765	0.255	0.375	נענע
nanny	0.615	0.370	0.528	מְטַפֶּלֶת
nanometer	0.375	0.356	0.446	ננומטר
nap	0.660	0.098	0.342	תְנוּמָה
napalm	0.265	0.580	0.471	נפאלם
nape	0.427	0.268	0.298	עוֹרֶף
napkin	0.469	0.142	0.209	מַפִּית
napping	0.765	0.046	0.306	מנמנם
nappy	0.529	0.333	0.207	חיתול
narcissism	0.214	0.639	0.540	נַרקִיסִיזם
narcissist	0.173	0.614	0.629	נרקיסיסט
narcissistic	0.323	0.708	0.655	נרקיסיסטית
narcotic	0.102	0.858	0.450	סַם
narrate	0.541	0.480	0.473	לְסַפֵּר
narration	0.622	0.408	0.551	תִנוּי
narrative	0.580	0.303	0.443	נרטיב
narrator	0.673	0.430	0.623	מספר
narrow	0.260	0.368	0.356	לְצַמְצֵם
narrowing	0.354	0.593	0.357	הֲצָרָה
nasal	0.479	0.340	0.330	שֶׁל הָאַף
nascent	0.684	0.373	0.585	בהתהוות
nasty	0.115	0.620	0.264	מַגְעִיל
natal	0.755	0.462	0.481	לידה
nation	0.594	0.443	0.821	אוּמָה
national	0.698	0.365	0.663	לאומי
nationality	0.642	0.400	0.772	לאום
nationwide	0.684	0.217	0.672	בפריסה ארצית
native	0.635	0.422	0.710	יָלִיד
nativity	0.750	0.337	0.673	לֵדָה
natural	0.854	0.118	0.481	טִבעִי
natural gas	0.635	0.324	0.396	גז טבעי
naturalist	0.844	0.255	0.562	חוֹקֵר טֶבַע
naturalization	0.781	0.279	0.652	הִתאַזרְחוּת
naturalized	0.760	0.333	0.600	התאזרח
naturally	0.854	0.276	0.549	באופן טבעי
nature	0.857	0.184	0.643	טֶבַע
naught	0.344	0.176	0.161	אֶפֶס
naughty	0.451	0.857	0.371	שובבה
nausea	0.104	0.781	0.273	בחילה
nauseate	0.062	0.660	0.176	לְהַגעִיל
nauseating	0.021	0.640	0.250	מבחיל
nauseous	0.135	0.780	0.284	מַבְחִיל
nautical	0.646	0.250	0.579	נַוָטִי
nautilus	0.396	0.509	0.517	נאוטילוס
naval	0.542	0.449	0.679	שֶׁל הַצִי
nave	0.583	0.448	0.585	ספינה
navel	0.448	0.261	0.276	טַבּוּר
navigable	0.749	0.406	0.645	עָבִיר
navigate	0.740	0.555	0.675	לנווט
navigation	0.841	0.470	0.720	ניווט
navigational	0.573	0.481	0.564	ניווט
navigator	0.583	0.592	0.623	נווט
navy	0.531	0.760	0.764	חיל הים
nay	0.344	0.290	0.325	לָאו
nearsighted	0.271	0.373	0.265	קְצַר רְאִיָה
neat	0.878	0.235	0.491	נקי
neatly	0.802	0.412	0.588	לְמִשׁעִי
nebula	0.510	0.418	0.438	עַרְפִּילִית
nebulae	0.490	0.330	0.472	ערפיליות
nebulous	0.469	0.347	0.417	מְעוּרפָּל
necessarily	0.667	0.423	0.598	בהכרח
necessary	0.750	0.433	0.679	נחוץ
necessitate	0.578	0.604	0.516	לְהַצְרִיך
necessities	0.520	0.630	0.463	צרכים
necessity	0.567	0.471	0.588	כּוֹרַח
neck	0.541	0.245	0.345	צוואר
necklace	0.760	0.294	0.373	שַׁרשֶׁרֶת
necktie	0.583	0.229	0.314	עֲנִיבָה
necromancer	0.333	0.625	0.536	בַּעַל אוֹב
necrosis	0.115	0.622	0.385	נֶמֶק
nectar	0.746	0.331	0.398	צוּף
need	0.510	0.574	0.200	צוֹרֶך
needalife	0.490	0.443	0.394	needalife
needed	0.677	0.342	0.679	נָחוּץ
needful	0.582	0.460	0.614	נָחוּץ
needit	0.250	0.472	0.356	צריך את זה
needle	0.250	0.472	0.360	מַחַט
needlepoint	0.653	0.500	0.556	נקודת מחט
needles	0.250	0.602	0.348	מחטים
needless	0.327	0.385	0.200	מְיוּתָר
needtoknow	0.427	0.606	0.474	צריך לדעת
needtorelax	0.673	0.438	0.274	צריך להירגע
needy	0.360	0.451	0.245	נִזקָק
nefarious	0.184	0.720	0.528	מְרוּשָׁע
negation	0.255	0.461	0.297	שְׁלִילָה
negative	0.102	0.527	0.176	שלילי
negativity	0.060	0.520	0.273	שליליות
neglect	0.045	0.550	0.163	הַזנָחָה
neglected	0.271	0.385	0.160	מוזנח
neglecting	0.177	0.441	0.230	הזנחה
negligee	0.385	0.520	0.336	רשלן
negligence	0.092	0.570	0.251	רַשְׁלָנוּת
negligent	0.167	0.583	0.259	רַשְׁלָנִי
negligently	0.056	0.583	0.266	ברשלנות
negligible	0.177	0.292	0.232	זניח
negotiable	0.688	0.585	0.731	סָחִיר
negotiate	0.612	0.708	0.769	לָשֵׂאת וְלָתֵת
negotiation	0.490	0.615	0.728	מַשָׂא וּמַתָן
negotiator	0.635	0.471	0.817	מנהל משא ומתן
negro	0.354	0.368	0.461	כּוּשִׁי
neigh	0.378	0.642	0.373	לִצְהוֹל
neighbor	0.657	0.448	0.434	שָׁכֵן
neighborhood	0.385	0.469	0.373	שְׁכוּנָה
neighboring	0.656	0.306	0.481	שָׁכֵן
nemesis	0.271	0.688	0.647	נֶמֶזִיס
neon	0.594	0.480	0.380	נֵאוֹן
neonatal	0.542	0.529	0.357	יילוד
neophyte	0.286	0.363	0.411	טירון
neoprene	0.316	0.451	0.443	ניאופרן
nephew	0.719	0.337	0.412	אחיין
nepotism	0.349	0.584	0.517	פּרוֹטֶקצִיָה
nerd	0.408	0.481	0.315	חנון
nerdy	0.296	0.255	0.292	חנון
nerve	0.129	0.698	0.307	עָצָב
nerves	0.333	0.783	0.264	עֲצַבִּים
nervous	0.235	0.820	0.213	עַצבָּנִי
nervousness	0.163	0.915	0.241	עַצבָּנוּת
nervouswreck	0.112	0.867	0.179	הרס עצבים
nervy	0.250	0.830	0.241	חָצוּף
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	קֵן
nestle	0.625	0.308	0.379	לְהִתְכַּרְבֵּל
nestling	0.604	0.427	0.286	גוֹזָל
net	0.441	0.288	0.417	נֶטוֹ
nether	0.240	0.265	0.259	תַחתִי
